carat,cut,color,clarity,depth,table,x,y,z,price
0.3,Good,J,SI1,63.4,54.0,4.23,4.29,2.7,351.0
0.34,Very Good,D,SI1,62.8,55.0,4.45,4.5,2.81,626.0
1.03,Ideal,E,VS1,61.9,57.0,6.46,6.44,4.0,8629.0
0.4,Good,D,SI1,60.3,61.0,4.74,4.78,2.87,667.0
0.41,Ideal,H,SI1,62.4,56.0,4.78,4.74,2.97,876.0
1.16,Premium,F,VVS1,60.4,60.0,6.9,6.77,4.13,10809.0
0.42,Ideal,G,VS1,61.8,56.0,4.84,4.8,2.98,984.0
0.3,Ideal,D,VVS2,61.6,57.0,4.31,4.32,2.66,814.0
1.73,Ideal,J,SI1,62.6,57.0,7.69,7.65,4.8,6927.0
0.3,Ideal,E,VS1,61.6,57.0,4.3,4.33,2.66,729.0
0.72,Ideal,J,SI1,62.3,56.0,5.75,5.78,3.59,1864.0
0.25,Ideal,G,VVS1,62.6,56.0,4.01,4.05,2.52,582.0
0.35,Very Good,G,VS1,61.2,56.0,4.53,4.56,2.78,706.0
0.4,Ideal,D,SI1,62.5,55.0,4.71,4.73,2.95,741.0
1.14,Premium,H,SI1,59.2,58.0,6.86,6.8,4.04,4980.0
1.01,Good,E,VS1,63.4,58.0,6.36,6.38,4.04,7234.0
1.71,Ideal,I,VS2,60.5,56.0,7.71,7.73,4.67,11455.0
0.3,Premium,I,VS1,59.1,59.0,4.35,4.38,2.58,473.0
0.73,Ideal,E,SI1,62.7,55.0,5.7,5.79,3.6,2852.0
0.24,Good,F,VS1,60.8,64.0,3.96,4.0,2.42,373.0
0.26,Good,H,VVS2,63.3,58.0,4.04,4.08,2.57,468.0
0.32,Ideal,G,VVS1,61.1,55.0,4.43,4.45,2.71,814.0
0.56,Ideal,H,VVS1,60.8,57.0,5.3,5.35,3.24,1929.0
0.78,Ideal,J,VS2,62.3,55.0,5.88,5.91,3.67,2456.0
0.93,Premium,H,SI1,61.8,59.0,6.23,6.27,3.86,3816.0
2.0,Good,E,SI2,64.7,57.0,7.75,7.86,5.05,15393.0
1.32,Very Good,H,SI1,62.8,56.0,6.94,7.0,4.38,7283.0
0.74,Ideal,G,SI1,62.7,56.0,5.78,5.74,3.61,2309.0
1.37,Ideal,I,SI2,62.2,56.0,7.07,7.14,4.42,6401.0
0.57,Ideal,G,VVS1,61.9,57.0,5.31,5.35,3.3,2217.0
0.34,Premium,E,SI1,61.9,59.0,4.44,4.48,2.76,596.0
0.55,Very Good,F,VS2,62.1,55.4,5.25,5.27,3.26,1777.0
0.41,Very Good,F,VVS1,63.3,55.0,4.7,4.74,2.99,1143.0
0.3,Ideal,H,VS1,62.1,54.0,4.32,4.35,2.69,526.0
1.01,Premium,G,VS1,60.2,59.0,6.58,6.51,3.94,6618.0
0.32,Very Good,G,VS1,62.5,60.0,4.29,4.35,2.7,645.0
0.34,Ideal,E,SI1,61.7,56.0,4.49,4.52,2.78,596.0
0.34,Premium,I,VVS2,61.5,60.0,4.49,4.45,2.75,765.0
0.4,Ideal,E,SI2,61.0,58.0,4.76,4.78,2.91,629.0
1.51,Premium,J,VVS2,62.6,59.0,7.33,7.31,4.58,8930.0
0.43,Ideal,F,VVS2,61.8,57.0,4.83,4.85,2.99,1169.0
0.32,Ideal,D,SI2,,56.0,4.46,4.43,2.73,612.0
2.08,Very Good,H,SI2,59.0,59.0,8.37,8.41,4.95,15696.0
1.54,Ideal,I,SI2,60.3,59.0,7.43,7.46,4.49,8092.0
1.09,Ideal,F,VS2,60.9,54.0,6.73,6.66,4.08,7520.0
2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,16589.0
0.75,Ideal,H,VVS2,62.0,55.1,5.83,5.85,3.62,2992.0
1.7,Very Good,J,VVS1,62.9,60.0,7.56,7.61,4.77,10808.0
0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,642.0
0.41,Very Good,E,SI1,62.8,58.0,4.72,4.77,2.98,705.0
0.71,Ideal,G,SI1,61.4,57.0,5.76,5.71,3.52,2386.0
0.37,Premium,E,SI1,59.3,58.0,4.73,4.75,2.81,649.0
0.35,Ideal,I,VS1,,54.0,4.54,4.57,2.83,571.0
0.3,Very Good,F,VS1,60.9,63.0,4.26,4.31,2.61,704.0
2.02,Ideal,I,SI2,62.2,57.0,8.06,7.99,4.99,10412.0
0.39,Ideal,E,SI2,61.0,55.0,4.74,4.77,2.9,614.0
2.01,Premium,E,SI2,61.2,58.0,8.07,8.05,4.93,14948.0
0.55,Ideal,J,SI1,60.9,57.0,5.24,5.3,3.21,1100.0
0.3,Ideal,E,VS2,62.3,56.0,4.3,4.34,2.69,658.0
0.55,Ideal,F,SI1,61.0,56.0,5.28,5.34,3.24,1390.0
0.46,Ideal,G,IF,61.7,56.0,4.97,5.01,3.08,1987.0
0.73,Premium,H,VS2,61.0,58.0,5.76,5.84,3.54,2496.0
0.95,Premium,G,SI1,62.6,58.0,6.26,6.21,3.9,4150.0
0.43,Ideal,F,VVS2,61.8,57.0,4.85,4.83,2.99,1250.0
1.01,Ideal,E,I1,62.0,57.0,6.41,6.37,3.96,3450.0
0.5,Ideal,F,IF,60.6,58.0,5.13,5.16,3.12,2529.0
2.0,Premium,H,I1,59.7,62.0,8.19,8.02,4.85,6344.0
0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,3084.0
2.1,Ideal,F,SI2,61.0,60.0,8.22,8.2,5.01,18124.0
0.5,Ideal,G,VS2,62.6,57.0,5.11,5.05,3.18,1424.0
0.51,Good,D,SI2,63.9,55.0,5.04,5.1,3.24,1180.0
1.0,Premium,F,VS1,62.7,55.0,6.39,6.34,3.99,7056.0
0.37,Ideal,J,VS1,62.4,55.0,4.59,4.64,2.88,487.0
0.35,Ideal,H,SI1,62.3,57.0,4.55,4.5,2.82,630.0
0.41,Very Good,H,VVS2,61.3,54.0,4.75,4.87,2.95,839.0
1.22,Premium,G,SI1,61.8,58.0,6.88,6.82,4.23,6777.0
0.52,Premium,H,VS1,61.4,57.0,5.27,5.16,3.2,1577.0
0.53,Ideal,E,VS2,62.0,56.0,5.16,5.2,3.21,1739.0
1.02,Very Good,F,SI1,61.9,58.0,6.43,6.49,4.0,5019.0
0.28,Ideal,E,VVS2,62.4,56.0,4.2,4.16,2.61,828.0
0.31,Ideal,G,VVS2,61.4,56.0,4.38,4.35,2.68,907.0
1.01,Good,D,VS2,64.2,60.0,6.32,6.35,4.07,6066.0
0.59,Ideal,D,SI1,61.6,57.0,5.41,5.44,3.34,1743.0
0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,1689.0
0.25,Very Good,E,VVS1,,58.0,4.13,4.14,2.47,575.0
0.28,Ideal,H,VVS2,61.2,55.0,4.18,4.22,2.57,514.0
0.31,Very Good,D,SI1,63.5,55.0,4.3,4.27,2.72,732.0
1.73,Good,J,SI1,65.6,55.0,7.42,7.47,4.88,8703.0
1.05,Premium,G,SI1,60.3,57.0,6.64,6.59,3.99,4974.0
0.33,Ideal,D,VS1,61.7,55.0,4.47,4.48,2.76,739.0
0.42,Premium,F,VS2,61.9,58.0,4.76,4.8,2.96,884.0
0.5,Very Good,I,SI1,63.5,56.0,5.02,5.06,3.2,1048.0
1.05,Premium,E,SI2,60.3,61.0,6.62,6.57,3.98,5400.0
1.21,Very Good,G,SI2,62.7,59.0,6.66,6.74,4.2,5308.0
1.12,Premium,F,SI2,61.6,58.0,6.69,6.63,4.1,4654.0
0.72,Ideal,F,SI2,62.0,55.0,5.76,5.79,3.58,2422.0
0.5,Ideal,E,VS2,62.2,56.0,5.12,5.11,3.18,1629.0
1.3,Ideal,D,SI1,62.2,56.0,6.98,6.94,4.33,9275.0
0.32,Ideal,I,VS1,62.4,54.0,4.39,4.36,2.73,648.0
0.5,Good,I,VVS2,64.8,56.0,4.92,4.99,3.21,1280.0
1.0,Premium,F,SI1,62.8,61.0,6.37,6.25,3.96,4022.0
0.98,Premium,F,SI2,61.8,58.0,6.37,6.32,3.92,4308.0
1.01,Premium,F,SI2,62.7,58.0,6.38,6.32,3.98,3733.0
0.31,Premium,I,SI1,,59.0,4.32,4.29,2.68,523.0
0.9,Fair,D,SI2,65.9,59.0,6.0,5.95,3.94,3205.0
0.7,Very Good,D,VS1,60.4,58.0,5.71,5.78,3.47,3008.0
0.31,Ideal,D,VS2,61.2,55.0,4.42,4.37,2.69,942.0
0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,4352.0
0.9,Premium,I,SI1,62.1,59.0,6.2,6.17,3.84,3468.0
0.26,Ideal,E,VVS2,61.5,56.0,4.08,4.11,2.52,599.0
0.77,Ideal,F,VS1,62.5,57.0,5.88,5.9,3.68,3357.0
0.9,Very Good,G,SI2,60.1,60.0,6.22,6.32,3.77,3114.0
1.03,Very Good,D,VS1,59.6,61.0,6.57,6.62,3.93,6848.0
1.25,Premium,G,VS1,60.0,61.0,7.03,6.92,4.23,8736.0
1.04,Ideal,F,SI1,61.3,56.0,6.51,6.55,4.0,5495.0
0.53,Premium,F,SI1,62.2,58.0,5.19,5.16,3.22,1266.0
0.32,Very Good,H,VS1,63.0,55.0,4.4,4.42,2.78,561.0
0.72,Ideal,F,VS1,61.8,56.0,5.72,5.77,3.55,3489.0
0.31,Good,E,SI1,63.1,57.0,4.3,4.35,2.73,544.0
0.59,Premium,I,SI1,62.8,59.0,5.36,5.34,3.36,1217.0
2.01,Fair,G,SI2,63.8,59.0,7.77,7.87,4.99,14799.0
0.34,Very Good,F,VVS1,61.0,56.0,4.52,4.53,2.76,939.0
0.71,Very Good,G,SI1,63.2,58.0,5.58,5.68,3.56,2137.0
0.42,Premium,F,VS1,61.8,59.0,4.83,4.81,2.98,1103.0
0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,1218.0
0.36,Ideal,E,VS2,61.7,55.0,4.57,4.6,2.83,742.0
0.24,Good,E,VVS1,58.0,60.0,4.08,4.12,2.38,526.0
0.51,Very Good,E,SI1,60.8,57.0,5.19,5.24,3.17,1438.0
0.7,Fair,H,SI1,65.5,57.0,5.53,5.59,3.64,2048.0
0.3,Ideal,E,VVS2,61.8,56.0,4.33,4.35,2.68,789.0
1.22,Premium,I,VS1,60.6,61.0,6.94,6.88,4.19,6354.0
0.51,Ideal,G,VS1,61.5,54.9,5.13,5.25,3.17,1708.0
0.34,Ideal,D,IF,62.1,57.0,4.52,4.46,2.79,2346.0
0.7,Premium,E,VS1,62.2,58.0,5.6,5.66,3.5,2800.0
0.3,Premium,F,VS2,61.6,58.0,4.31,4.29,2.65,776.0
0.47,Premium,G,SI1,59.5,60.0,5.09,5.06,3.02,1110.0
0.31,Ideal,D,VS2,62.1,54.0,4.41,4.35,2.72,942.0
0.23,Ideal,I,VVS1,63.0,56.0,3.94,3.9,2.47,414.0
0.52,Very Good,I,SI1,63.3,55.0,5.13,5.1,3.24,1073.0
1.25,Ideal,F,VS1,62.0,55.0,6.95,6.91,4.3,9761.0
0.24,Ideal,F,VVS2,61.4,59.0,4.0,4.05,2.47,540.0
0.7,Very Good,D,VS1,60.3,58.0,5.76,5.79,3.48,4095.0
0.4,Premium,E,VS1,62.5,58.0,4.69,4.72,2.94,1053.0
1.01,Very Good,G,VS1,63.1,59.0,6.32,6.23,3.96,5294.0
0.36,Ideal,E,SI1,61.6,56.0,4.59,4.56,2.82,810.0
0.5,Good,E,SI1,63.7,56.0,5.06,5.02,3.21,1415.0
0.28,Very Good,F,VS2,60.8,58.0,4.19,4.26,2.57,487.0
0.3,Ideal,D,VS2,61.8,55.0,4.32,4.35,2.68,606.0
1.25,Premium,E,VS2,61.5,58.0,6.98,6.91,4.27,10640.0
1.55,Premium,H,VS2,61.3,61.0,7.46,7.39,4.55,11708.0
1.0,Premium,F,SI1,61.2,58.0,6.44,6.4,3.93,5292.0
1.18,Ideal,G,SI2,60.5,55.0,6.9,6.85,4.16,5452.0
1.0,Good,D,VS1,62.7,62.0,6.21,6.23,3.9,7672.0
1.21,Very Good,F,VS2,60.1,55.0,6.91,7.01,4.18,8711.0
0.43,Premium,F,VS1,59.9,58.0,4.93,4.89,2.94,1129.0
0.25,Premium,E,VVS1,62.9,58.0,4.03,4.01,2.53,740.0
0.75,Premium,G,VS2,61.7,58.0,5.85,5.79,3.59,2760.0
0.52,Ideal,G,VVS2,61.7,56.0,5.16,5.14,3.18,2012.0
0.7,Very Good,I,VVS2,63.4,59.0,5.6,5.57,3.54,2415.0
0.74,Ideal,J,VS1,61.2,56.0,5.82,5.87,3.58,1985.0
0.35,Ideal,D,VVS1,61.5,57.0,4.55,4.52,2.79,1247.0
1.02,Ideal,F,VS2,61.5,57.0,6.48,6.5,3.99,6306.0
0.4,Very Good,E,VS2,62.2,58.0,4.67,4.72,2.92,912.0
0.27,Ideal,H,VS1,62.3,54.0,4.16,4.19,2.6,500.0
0.4,Ideal,E,VVS2,62.6,54.0,4.71,4.74,2.96,1106.0
0.39,Very Good,G,SI2,62.7,54.0,4.64,4.71,2.93,581.0
1.31,Ideal,F,VS1,61.9,54.0,7.03,7.06,4.35,10957.0
0.58,Ideal,E,VS2,61.8,57.0,5.32,5.36,3.3,1903.0
1.03,Ideal,H,SI2,62.4,57.0,6.43,6.36,4.0,3172.0
1.52,Good,J,VVS2,57.9,62.0,7.61,7.63,4.41,8861.0
0.9,Ideal,H,SI2,62.0,57.0,6.19,6.17,3.83,3516.0
0.53,Ideal,F,VS1,61.8,56.0,5.22,5.2,3.22,1908.0
1.7,Very Good,H,VS2,62.8,58.0,7.52,7.57,4.74,12874.0
0.77,Premium,I,VS1,62.6,55.0,5.9,5.85,3.68,2524.0
0.31,Ideal,E,VS1,62.1,54.2,4.31,4.35,2.69,726.0
0.32,Ideal,E,IF,61.2,57.0,4.4,4.43,2.7,1300.0
0.51,Very Good,D,VVS1,,58.0,5.16,5.19,3.1,2834.0
0.25,Ideal,G,VS1,,56.0,4.01,4.04,2.52,454.0
0.54,Ideal,D,VVS2,61.2,55.0,5.25,5.31,3.23,2302.0
0.31,Ideal,E,VVS1,61.1,56.0,4.38,4.42,2.69,865.0
0.91,Good,E,SI1,60.2,60.0,6.17,6.26,3.74,4523.0
0.7,Very Good,F,VVS2,58.5,60.0,5.82,5.94,3.44,3028.0
0.4,Very Good,J,IF,62.2,61.0,4.68,4.71,2.92,828.0
1.03,Ideal,H,VS2,62.3,56.0,6.46,6.44,4.02,5364.0
1.29,Premium,F,VS1,60.9,58.0,6.97,7.01,4.26,10341.0
0.7,Very Good,F,SI1,62.6,56.0,5.66,5.72,3.56,2196.0
1.05,Ideal,J,SI2,62.3,54.0,6.52,6.55,4.07,4126.0
0.41,Ideal,F,IF,61.4,56.0,4.77,4.81,2.94,1439.0
0.6,Good,F,SI1,57.1,61.0,5.68,5.57,3.21,1599.0
1.1,Premium,F,SI1,59.5,59.0,6.77,6.7,4.01,5821.0
0.37,Premium,F,SI1,61.5,59.0,4.59,4.62,2.83,616.0
0.32,Ideal,E,VS2,61.7,56.0,4.41,4.44,2.73,702.0
0.31,Good,D,SI1,63.5,57.0,4.28,4.32,2.73,571.0
0.33,Ideal,I,SI1,62.7,56.0,4.4,4.44,2.77,445.0
0.37,Premium,H,SI1,60.4,59.0,4.63,4.58,2.78,666.0
0.94,Premium,E,SI2,60.4,59.0,6.34,6.37,3.84,3825.0
1.32,Ideal,G,VS1,62.6,56.0,7.05,7.0,4.4,9979.0
0.31,Premium,E,VS2,60.0,59.0,4.39,4.35,2.62,872.0
1.01,Ideal,G,VS2,60.1,55.0,6.53,6.58,3.94,6512.0
0.4,Ideal,E,VVS2,61.5,55.0,4.77,4.79,2.94,988.0
0.33,Ideal,G,VVS2,62.3,56.0,4.43,4.47,2.77,713.0
0.63,Ideal,E,VS1,61.5,56.0,5.53,5.5,3.39,2526.0
1.53,Very Good,F,SI1,62.0,56.0,7.39,7.47,4.61,11267.0
0.7,Very Good,H,VS2,,56.0,5.69,5.75,3.56,2074.0
0.71,Very Good,I,VS1,62.2,,5.7,5.74,3.56,2432.0
1.2,Very Good,J,VS2,59.9,60.0,6.98,6.95,4.17,5140.0
0.72,Good,H,SI2,64.1,58.0,5.65,5.68,3.63,1674.0
0.23,Ideal,F,VVS2,61.6,54.0,3.97,3.99,2.45,650.0
0.7,Very Good,E,SI1,61.7,62.0,5.64,5.68,3.49,2569.0
0.59,Premium,H,VS2,60.2,60.0,5.45,5.42,3.27,1590.0
0.72,Ideal,G,VVS1,61.7,54.8,5.73,5.77,3.55,3548.0
1.7,Premium,F,SI2,60.1,58.0,7.74,7.67,4.63,11322.0
1.23,Very Good,H,VS1,61.3,53.0,6.93,6.98,4.26,7276.0
0.31,Good,H,VS2,63.8,56.0,4.33,4.29,2.75,586.0
0.3,Ideal,D,SI2,61.1,55.0,4.35,4.32,2.65,574.0
0.33,Ideal,F,VVS1,60.6,59.0,4.45,4.5,2.71,828.0
0.54,Ideal,G,VS1,61.8,54.0,5.22,5.24,3.23,1754.0
0.75,Very Good,E,SI1,61.5,58.0,5.82,5.86,3.59,2923.0
0.35,Premium,F,VS2,61.5,59.0,4.53,4.55,2.79,706.0
0.77,Premium,H,SI1,60.7,58.0,5.95,5.91,3.6,2369.0
1.07,Ideal,H,VS2,63.6,59.0,6.46,6.42,4.09,5698.0
0.43,Good,D,SI1,63.4,55.0,4.78,4.84,3.05,774.0
0.7,Ideal,I,SI1,61.2,55.0,5.71,5.76,3.51,2343.0
1.15,Premium,H,SI2,61.6,60.0,6.72,6.75,4.15,4743.0
0.36,Ideal,J,SI1,62.3,53.0,4.59,4.62,2.87,439.0
0.31,Ideal,G,SI2,62.0,55.0,4.34,4.37,2.7,391.0
0.34,Ideal,D,SI1,61.5,53.0,4.53,4.51,2.78,803.0
1.11,Premium,J,SI1,59.5,58.0,6.89,6.77,4.07,3524.0
0.43,Ideal,D,SI1,61.6,56.0,4.86,4.82,2.98,1036.0
1.2,Premium,I,VS2,61.8,55.0,6.93,6.8,4.24,5699.0
0.29,Very Good,E,VS1,60.0,57.0,4.33,4.34,2.6,619.0
0.5,Very Good,F,VVS2,61.8,56.0,5.11,5.15,3.17,2052.0
0.51,Premium,G,VVS2,59.1,59.0,5.21,5.18,3.07,1974.0
1.2,Premium,G,VS1,63.0,61.0,6.62,6.59,4.16,8938.0
0.57,Good,D,SI1,62.2,64.0,5.29,5.23,3.27,1847.0
1.01,Very Good,E,SI1,61.1,57.0,6.44,6.5,3.95,4563.0
0.34,Premium,D,VS2,60.4,60.0,4.56,4.51,2.74,1033.0
0.32,Ideal,D,VS1,61.5,56.0,4.41,4.43,2.72,862.0
2.02,Ideal,I,SI1,62.4,56.0,8.07,8.11,5.05,16128.0
0.37,Ideal,H,IF,61.7,53.0,4.66,4.68,2.88,936.0
0.7,Good,F,SI1,59.7,64.0,5.71,5.74,3.42,2337.0
1.06,Very Good,E,VS1,63.0,58.0,6.46,6.49,4.08,7900.0
0.3,Ideal,F,IF,61.3,55.0,4.32,4.36,2.66,873.0
2.1,Very Good,J,VS2,61.3,59.0,8.21,8.27,5.05,14229.0
1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,4858.0
1.02,Very Good,E,VVS2,60.3,58.0,6.53,6.57,3.95,8745.0
0.52,Premium,F,SI1,62.0,59.0,5.18,5.15,3.2,1112.0
0.31,Premium,E,SI1,61.2,58.0,4.38,4.34,2.67,651.0
0.51,Premium,F,SI2,58.9,60.0,5.24,5.19,3.07,1195.0
0.3,Ideal,E,VVS2,62.3,54.0,4.31,4.36,2.7,742.0
1.0,Fair,G,SI2,64.6,67.0,6.25,6.19,4.02,3142.0
0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,3762.0
1.5,Very Good,G,SI2,63.1,57.0,7.29,7.25,4.59,9384.0
1.31,Ideal,H,VS1,62.4,56.0,7.0,6.98,4.36,8392.0
0.23,Very Good,G,VVS1,61.3,59.0,3.94,3.96,2.42,414.0
0.3,Ideal,F,VVS2,61.6,53.0,4.35,4.39,2.69,694.0
1.2,Fair,F,SI2,63.4,60.0,6.56,6.65,4.19,5445.0
0.49,Premium,G,VS2,59.8,59.0,5.16,5.14,3.08,1240.0
0.75,Ideal,D,VS1,62.4,56.0,5.79,5.84,3.63,3961.0
0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,2898.0
0.72,Ideal,I,VVS2,61.7,55.0,5.71,5.76,3.54,2530.0
0.91,Very Good,F,SI1,61.4,58.0,6.19,6.23,3.81,3936.0
1.0,Good,D,VS2,63.9,56.0,6.34,6.31,4.04,7200.0
0.5,Very Good,F,VS2,62.7,56.0,5.04,5.07,3.17,1396.0
0.49,Fair,D,VS2,57.5,68.0,5.18,5.11,2.96,1249.0
1.09,Ideal,F,VVS2,62.5,55.0,6.6,6.52,4.1,9845.0
0.78,Ideal,D,VS2,61.9,56.0,5.88,5.94,3.66,3763.0
2.01,Premium,J,SI1,60.9,58.0,8.15,8.07,4.94,12048.0
1.0,Very Good,F,VS2,63.8,56.9,6.29,6.36,4.04,6841.0
0.36,Ideal,E,VS2,62.8,55.0,4.56,4.49,2.84,1013.0
1.52,Premium,D,SI2,60.2,60.0,7.4,7.46,4.47,8737.0
0.3,Premium,H,VS1,60.4,61.0,4.34,4.3,2.61,675.0
2.2,Ideal,I,SI2,62.2,56.0,8.33,8.29,5.17,13512.0
0.24,Ideal,E,VVS1,60.2,57.0,4.02,4.07,2.44,678.0
1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,9146.0
0.5,Premium,I,VVS1,58.2,62.0,5.25,5.19,3.04,1415.0
1.06,Ideal,F,SI1,61.7,55.1,6.56,6.58,4.06,6249.0
0.41,Premium,H,VVS1,60.4,58.0,4.85,4.79,2.91,1115.0
0.91,Premium,G,SI1,61.8,60.0,6.21,6.18,3.83,3975.0
0.42,Premium,G,SI1,61.6,61.0,4.82,4.79,2.96,882.0
0.41,Ideal,E,VS1,61.8,57.0,4.79,4.76,2.95,1153.0
1.0,Fair,E,VS2,57.4,58.0,6.57,6.64,3.79,6268.0
0.53,Good,F,VS1,61.8,62.8,5.13,5.16,3.18,1624.0
0.31,Very Good,D,VS2,61.6,55.0,4.37,4.4,2.7,692.0
0.56,Premium,D,SI1,60.8,60.0,5.29,5.31,3.22,1723.0
1.06,Ideal,F,I1,62.1,55.0,6.54,6.57,4.07,3544.0
1.01,Very Good,I,VS1,59.7,58.0,6.53,6.57,3.91,4858.0
0.78,Ideal,D,SI1,61.1,57.0,5.95,5.97,3.64,3214.0
0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,872.0
0.32,Ideal,E,VS1,61.8,55.0,4.4,4.43,2.73,758.0
0.81,Premium,G,SI2,59.0,57.0,6.14,6.1,3.61,2274.0
0.31,Ideal,E,VVS2,61.6,55.0,4.37,4.4,2.7,791.0
0.53,Ideal,G,SI1,62.3,55.0,5.13,5.24,3.23,1308.0
0.9,Good,H,SI1,63.8,57.0,6.07,6.13,3.89,3201.0
0.3,Premium,D,VS2,62.8,59.0,4.28,4.26,2.68,911.0
0.73,Good,E,VS1,63.7,59.0,5.67,5.69,3.62,3146.0
1.21,Very Good,G,SI2,58.9,61.0,6.91,6.98,4.09,4887.0
1.02,Premium,F,VVS2,62.9,59.0,6.42,6.37,4.02,9103.0
2.19,Premium,I,SI2,60.8,60.0,8.38,8.34,5.08,15169.0
0.3,Ideal,D,SI2,61.1,55.0,4.32,4.35,2.65,447.0
1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96,3790.0
1.37,Ideal,I,VS2,61.3,56.0,7.15,7.18,4.39,7500.0
0.9,Good,F,SI1,62.4,55.0,6.17,6.21,3.86,3898.0
1.54,Premium,F,SI1,60.9,59.0,7.56,7.46,4.57,11897.0
0.8,Ideal,H,SI2,62.4,57.0,5.91,5.83,3.66,2122.0
1.23,Ideal,G,VS2,62.4,57.0,6.83,6.88,4.28,8085.0
1.51,Very Good,J,VS2,60.2,59.0,7.35,7.36,4.43,7418.0
0.5,Very Good,D,SI1,62.8,61.0,5.04,5.08,3.18,1395.0
0.43,Ideal,E,VVS2,61.7,55.0,4.86,4.87,3.0,1426.0
1.66,Ideal,I,VS1,61.0,55.0,7.67,7.64,4.67,10691.0
0.41,Premium,E,VS1,61.9,59.0,4.77,4.8,2.96,1079.0
0.71,Very Good,D,SI1,63.2,56.0,5.69,5.73,3.61,2652.0
1.02,Premium,G,SI2,62.5,58.0,6.42,6.34,3.99,3656.0
1.16,Ideal,F,VVS2,61.8,56.7,6.7,6.78,4.16,10439.0
1.84,Premium,H,SI1,59.7,58.0,8.01,7.98,4.77,13905.0
2.03,Premium,D,SI2,61.7,58.0,8.14,8.1,5.01,13229.0
1.5,Very Good,F,VS1,61.9,58.0,7.34,7.4,4.56,15508.0
0.61,Ideal,E,VVS2,62.4,53.6,5.42,5.45,3.39,2907.0
1.0,Premium,H,VS2,60.7,60.0,6.55,6.49,3.96,4930.0
0.52,Ideal,I,VS2,61.5,56.0,5.19,5.21,3.2,1214.0
0.73,Very Good,F,SI2,58.0,61.0,5.94,5.99,3.46,2485.0
0.91,Fair,F,SI1,64.9,57.0,6.13,6.08,3.96,2971.0
0.35,Ideal,E,VVS1,61.7,54.0,4.56,4.58,2.82,1000.0
1.01,Premium,D,SI2,61.5,56.0,6.46,6.39,3.95,4805.0
1.0,Ideal,H,SI2,61.5,55.6,6.41,6.48,3.96,4459.0
0.7,Very Good,F,SI2,61.2,57.0,5.67,5.74,3.49,2100.0
0.36,Very Good,H,VS2,61.0,60.0,4.55,4.6,2.79,568.0
0.79,Ideal,E,VS2,61.8,56.0,5.91,5.94,3.66,3605.0
0.31,Ideal,D,VVS1,62.1,54.0,4.34,4.36,2.7,934.0
1.21,Ideal,H,VVS1,62.8,55.0,6.78,6.82,4.27,8286.0
2.02,Fair,G,I1,68.0,55.0,7.77,7.72,5.27,6346.0
1.04,Ideal,H,SI2,61.7,57.0,6.49,6.54,4.02,4461.0
0.42,Ideal,D,VVS1,61.6,56.0,4.82,4.79,2.96,1621.0
0.9,Very Good,E,VS1,,59.0,6.14,6.2,3.77,5151.0
1.0,Very Good,G,VVS2,61.6,61.0,6.35,6.38,3.92,7623.0
0.79,Very Good,E,VS1,62.2,55.0,5.95,6.01,3.72,3827.0
0.42,Good,H,SI1,63.2,58.0,4.77,4.79,3.02,700.0
2.01,Premium,H,SI2,60.5,61.0,8.14,8.09,4.91,16287.0
0.74,Ideal,G,VVS1,62.1,56.0,5.78,5.82,3.6,3388.0
0.5,Premium,F,SI2,61.4,61.0,5.14,5.09,3.14,1172.0
1.02,Premium,D,VS1,61.3,58.0,6.52,6.47,3.98,8181.0
1.53,Premium,I,SI1,61.5,59.0,7.39,7.32,4.52,8911.0
0.3,Ideal,H,VS2,60.7,57.0,4.37,4.33,2.64,608.0
1.03,Ideal,D,SI2,61.8,54.0,6.52,6.46,4.01,5105.0
0.3,Ideal,F,VS2,62.7,57.0,4.27,4.31,2.69,605.0
0.4,Ideal,F,SI1,61.9,57.0,4.71,4.76,2.93,694.0
0.7,Ideal,F,VS1,61.7,55.0,5.72,5.76,3.54,3154.0
1.2,Ideal,I,VS2,63.2,59.0,6.73,6.68,4.24,5699.0
1.03,Ideal,D,SI1,62.2,56.0,6.48,6.45,4.02,6299.0
0.71,Premium,H,SI1,61.0,58.0,5.75,5.67,3.49,1883.0
0.52,Ideal,F,VS2,61.1,56.0,5.19,5.23,3.18,1625.0
0.79,Ideal,I,SI2,,56.0,5.92,5.97,3.69,2277.0
1.01,Premium,H,SI1,59.5,59.0,6.56,6.52,3.89,4771.0
0.71,Ideal,J,VS2,62.4,54.0,5.72,5.76,3.58,1899.0
0.84,Good,F,I1,60.8,64.0,6.05,6.03,3.67,1749.0
